년도,자치구,범죄유형,발생건수,검거건수
2021,은평구,강간·강제추행,166,133
2021,서대문구,강간·강제추행,137,120
2021,마포구,강간·강제추행,321,275
2021,양천구,강간·강제추행,116,92
2021,강서구,강간·강제추행,246,188
2021,구로구,강간·강제추행,182,118
2021,금천구,강간·강제추행,134,103
2021,영등포구,강간·강제추행,279,196
2021,동작구,강간·강제추행,180,94
2021,관악구,강간·강제추행,321,269
2021,서초구,강간·강제추행,312,228
2021,강남구,강간·강제추행,578,454
2021,송파구,강간·강제추행,247,216
2021,강동구,강간·강제추행,124,103
2021,종로구,절도,1079,743
2021,중구,절도,1279,739
2021,용산구,절도,945,484
2021,성동구,절도,905,497
2021,광진구,절도,1414,754
2021,동대문구,절도,1240,659
2021,중랑구,절도,1399,835
2021,성북구,절도,895,474
2021,강북구,절도,777,537
2021,도봉구,절도,772,376
2021,노원구,절도,1361,654
2021,은평구,절도,1424,825
2021,서대문구,절도,1027,562
2021,마포구,절도,1510,730
2021,양천구,절도,1349,700
2021,강서구,절도,1540,921
2021,구로구,절도,1390,770
2021,금천구,절도,1013,520
2021,영등포구,절도,1712,831
2021,동작구,절도,1129,675
2021,관악구,절도,1860,929
2021,서초구,절도,1503,691
2021,강남구,절도,2372,1160
2021,송파구,절도,2024,995
2021,강동구,절도,1612,889
2021,종로구,폭력,1467,1248
2021,중구,폭력,1409,1224
2021,용산구,폭력,1291,1069
2021,성동구,폭력,1090,926
2021,광진구,폭력,1456,1280
2021,동대문구,폭력,1540,1295
2021,중랑구,폭력,1660,1442
2021,성북구,폭력,1392,1220
2021,강북구,폭력,1383,1255
2021,도봉구,폭력,1012,851
2021,노원구,폭력,1899,1513
2021,은평구,폭력,1647,1457
2021,서대문구,폭력,1109,907
2021,마포구,폭력,1701,1367
2021,양천구,폭력,1546,1289
2021,강서구,폭력,2098,1925
2021,구로구,폭력,1907,1537
2021,금천구,폭력,1282,1108
2021,영등포구,폭력,2169,1731
2021,동작구,폭력,1319,1056
2021,관악구,폭력,2248,1926
2021,서초구,폭력,1827,1506
2021,강남구,폭력,3159,2749
2021,송파구,폭력,2433,2046
2021,강동구,폭력,1713,1461
2022,종로구,소계,3138,3284
2022,중구,소계,3071,2119
2022,용산구,소계,2967,2093
2022,성동구,소계,2194,1597
2022,광진구,소계,3619,2498
2022,동대문구,소계,3253,2231
2022,중랑구,소계,3599,2671
2022,성북구,소계,2749,2125
2022,강북구,소계,2832,2343
2022,도봉구,소계,2141,1569
2022,노원구,소계,3896,2641
2022,은평구,소계,3487,2658
2022,서대문구,소계,2374,1605
2022,마포구,소계,4096,2814
2022,양천구,소계,3169,2130
2022,강서구,소계,4663,3591
2022,구로구,소계,3857,2732
2022,금천구,소계,2577,1887
2022,영등포구,소계,4819,3186
2022,동작구,소계,2735,1741
2022,관악구,소계,4879,3411
2022,서초구,소계,4459,3098
2022,강남구,소계,6947,5020
2022,송파구,소계,5167,3409
2022,강동구,소계,3711,2644
2022,종로구,살인,2,3
2022,중구,살인,1,2
2022,용산구,살인,5,3
2022,성동구,살인,2,2
2022,광진구,살인,6,5
2022,동대문구,살인,4,4
2022,중랑구,살인,2,2
2022,성북구,살인,3,3
2022,강북구,살인,5,4
2022,도봉구,살인,3,3
2022,노원구,살인,3,3
2022,은평구,살인,4,4
2022,서대문구,살인,5,4
2022,마포구,살인,2,2
2022,양천구,살인,2,2
2022,강서구,살인,3,3
2022,구로구,살인,11,11
2022,금천구,살인,2,1
2022,영등포구,살인,5,6
2022,동작구,살인,2,3
2022,관악구,살인,10,8
2022,서초구,살인,3,2
2022,강남구,살인,12,10
2022,송파구,살인,2,2
2022,강동구,살인,5,6
2022,종로구,강도,8,8
2022,중구,강도,5,4
2022,용산구,강도,7,7
2022,성동구,강도,2,2
2022,광진구,강도,-,-
2022,동대문구,강도,2,2
2022,중랑구,강도,2,2
2022,성북구,강도,1,1
2022,강북구,강도,5,6
2022,도봉구,강도,-,-
2022,노원구,강도,3,1
2022,은평구,강도,5,4
2022,서대문구,강도,6,6
2022,마포구,강도,2,1
2022,양천구,강도,3,3
2022,강서구,강도,7,7
2022,구로구,강도,8,9
2022,금천구,강도,3,3
2022,영등포구,강도,10,9
2022,동작구,강도,5,5
2022,관악구,강도,9,8
2022,서초구,강도,3,3
2022,강남구,강도,11,10
2022,송파구,강도,5,6
2022,강동구,강도,5,5
2022,종로구,강간·강제추행,228,988
2022,중구,강간·강제추행,194,123
2022,용산구,강간·강제추행,280,238
2022,성동구,강간·강제추행,125,97
2022,광진구,강간·강제추행,230,174
2022,동대문구,강간·강제추행,125,106
2022,중랑구,강간·강제추행,150,121
2022,성북구,강간·강제추행,158,129
2022,강북구,강간·강제추행,177,147
2022,도봉구,강간·강제추행,70,54
2022,노원구,강간·강제추행,180,151
2022,은평구,강간·강제추행,176,146
2022,서대문구,강간·강제추행,157,144
2022,마포구,강간·강제추행,436,368
2022,양천구,강간·강제추행,114,92
2022,강서구,강간·강제추행,261,195
2022,구로구,강간·강제추행,217,145
2022,금천구,강간·강제추행,127,87
2022,영등포구,강간·강제추행,327,237
2022,동작구,강간·강제추행,212,107
2022,관악구,강간·강제추행,327,279
2022,서초구,강간·강제추행,431,328
2022,강남구,강간·강제추행,667,534
2022,송파구,강간·강제추행,290,220
2022,강동구,강간·강제추행,157,134
2022,종로구,절도,1313,932
2022,중구,절도,1365,724
2022,용산구,절도,978,508
2022,성동구,절도,979,538
2022,광진구,절도,1670,831
2022,동대문구,절도,1556,823
2022,중랑구,절도,1508,882
2022,성북구,절도,1143,715
2022,강북구,절도,872,589
2022,도봉구,절도,969,546
2022,노원구,절도,1504,729
2022,은평구,절도,1497,946
2022,서대문구,절도,1114,565
2022,마포구,절도,1451,653
2022,양천구,절도,1474,781
2022,강서구,절도,1991,1185
2022,구로구,절도,1565,841
2022,금천구,절도,1118,662
2022,영등포구,절도,2062,953
2022,동작구,절도,1195,588
2022,관악구,절도,1966,1050
2022,서초구,절도,1921,1024
2022,강남구,절도,2495,1207
2022,송파구,절도,2201,1033
2022,강동구,절도,1672,900
2022,종로구,폭력,1587,1353
2022,중구,폭력,1506,1266
2022,용산구,폭력,1697,1337
2022,성동구,폭력,1086,958
2022,광진구,폭력,1713,1488
2022,동대문구,폭력,1566,1296
2022,중랑구,폭력,1937,1664
2022,성북구,폭력,1444,1277
2022,강북구,폭력,1773,1597
2022,도봉구,폭력,1099,966
2022,노원구,폭력,2206,1757
2022,은평구,폭력,1805,1558
2022,서대문구,폭력,1092,886
2022,마포구,폭력,2205,1790
2022,양천구,폭력,1576,1252
2022,강서구,폭력,2401,2201
2022,구로구,폭력,2056,1726
2022,금천구,폭력,1327,1134
2022,영등포구,폭력,2415,1981
2022,동작구,폭력,1321,1038
2022,관악구,폭력,2567,2066
2022,서초구,폭력,2101,1741
2022,강남구,폭력,3762,3259
2022,송파구,폭력,2669,2148
2022,강동구,폭력,1872,1599
